AS, Prefix, Max Length, Announced/Not Announced, Organization, RIR
0,213.162.160.0/19,19,No,ORG-KOVN1-RIPE,ripe
0,145.54.0.0/16,16,No,ORG-KOVN1-RIPE,ripe
0,195.190.224.0/19,19,No,ORG-KOVN1-RIPE,ripe
0,194.68.123.0/24,24,Yes,NETNOD-IX-STH-GE,ripe
0,194.68.128.0/24,24,No,SE-GIX,ripe
0,194.68.130.0/23,23,No,GOTH-GIX,ripe
0,194.68.133.0/24,24,Yes,SVL-GIX,ripe
0,194.68.135.0/24,24,Yes,NETNOD-IX-GBG,ripe
0,216.168.224.0/24,24,No,VeriSign Infrastructure & Operations,arin
0,206.80.234.0/24,24,No,Philadelphia Internet Exchange,arin
0,209.112.113.0/24,24,No,VeriSign Infrastructure & Operations,arin
0,185.1.122.0/24,24,No,ORG-OPB1-RIPE,ripe
0,91.194.218.0/24,24,No,ORG-OPB1-RIPE,ripe
0,46.143.206.0/24,24,No,ORG-ESP6-RIPE,ripe
0,46.143.205.0/24,24,No,ORG-ESP6-RIPE,ripe
0,46.143.204.0/22,22,No,ORG-ESP6-RIPE,ripe
0,46.143.204.0/24,24,No,ORG-ESP6-RIPE,ripe
0,109.122.240.0/22,22,No,IR-POOYA,ripe
0,109.122.244.0/22,22,Yes,IR-FARABORD,ripe
0,109.122.248.0/22,22,No,ORG-MCSC2-RIPE,ripe
0,203.119.21.0/24,24,Yes,ORG-RIEN2-AP,apnic
0,193.138.31.0/24,32,No,ORG-ISe3-RIPE,ripe
0,160.14.0.0/16,32,No,Asia Pacific Network Information Centre,arin
0,91.204.83.0/24,24,No,ORG-OC88-RIPE,ripe
0,192.81.187.0/24,24,No,VeriSign Global Registry Services,arin
0,27.111.228.0/22,24,No,ORG-ESPL2-AP,apnic
0,202.79.198.0/24,24,No,ORG-ESPL2-AP,apnic
0,202.79.199.0/24,24,No,ORG-ESPL2-AP,apnic
0,202.79.200.0/24,24,No,ORG-ESPL2-AP,apnic
0,206.53.202.0/24,24,No,DE-CIX North America Inc.,arin
0,45.127.172.0/22,22,Yes,ORG-EAPL1-AP,arin
0,101.97.43.0/24,24,No,ORG-EAPL1-AP,apnic
0,183.177.61.0/24,24,No,ORG-EAPL1-AP,apnic
0,154.16.116.0/24,24,Yes,Netherlands-RACK400-com-Infrastructure,afrinic
0,185.1.231.0/24,24,No,ORG-MSMI1-RIPE,ripe
0,217.29.66.0/23,23,Yes,MIX-Peering,ripe
0,217.29.68.0/23,23,No,MIX-Peering_2,ripe
0,185.1.186.0/24,24,No,ORG-MSMI1-RIPE,ripe
0,218.100.52.0/23,23,Yes,ORG-WAIA1-AP,apnic
0,218.100.54.0/24,24,No,ORG-WAIA1-AP,apnic
0,218.100.76.0/24,24,Yes,ORG-WAIA1-AP,apnic
0,218.100.78.0/24,24,No,ORG-WAIA1-AP,apnic
0,193.105.232.0/24,24,No,ORG-FISS1-RIPE,ripe
0,37.49.232.0/23,24,No,FRANCEIX-MARSEILLE-PEERING,ripe
0,37.49.236.0/22,24,No,FRANCEIX-PARIS-PEERING,ripe
0,185.1.144.0/24,24,No,ORG-FISS1-RIPE,ripe
0,77.95.71.0/24,24,No,ORG-AL65-RIPE,ripe
0,203.144.49.0/24,24,No,ORG-VI1-AP,apnic
0,203.144.51.0/24,24,No,ORG-VI1-AP,apnic
0,203.144.52.0/24,24,No,ORG-VI1-AP,apnic
0,203.144.54.0/23,23,No,ORG-VI1-AP,apnic
0,203.144.56.0/23,23,No,ORG-VI1-AP,apnic
0,203.144.62.0/23,23,No,ORG-VI1-AP,apnic
0,149.112.11.0/24,24,No,DE-CIX North America Inc.,arin
0,206.53.203.0/24,24,No,Megaport (USA) Inc.,arin
0,45.11.70.0/24,24,No,ORG-KHG5-RIPE,arin
0,2.58.144.0/22,24,No,ORG-KHG5-RIPE,ripe
0,72.13.36.0/24,24,No,VeriSign Infrastructure & Operations,arin
0,196.223.5.0/24,32,No,ORG-TISP1-AFRINIC,afrinic
0,196.60.0.0/24,32,No,ORG-TISP1-AFRINIC,afrinic
0,36.255.56.0/22,24,Yes,ORG-EHKL1-AP,apnic
0,194.32.71.0/24,24,Yes,ORG-NEL1-RIPE,ripe
